Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets
291036266231902208,US,2013-01-15,@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?,1,0,0,0,0,0
291188146245357568,US,2013-01-15,My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx,1,0,0,0,0,0
291402995080523776,US,2013-01-16,@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me,1,0,0,0,0,0
291413199692132352,US,2013-01-16,Everything I don't want to happen is happening. Smh I hate my life right now .!😔,1,0,0,0,0,0
291675016586735618,CA,2013-01-16,"HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\"" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT""",1,0,0,0,0,0
291689101281857536,US,2013-01-16,Flip Phone Shawty!!,1,0,0,0,0,0
291695539513352193,CA,2013-01-16,Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways,1,0,0,0,0,0
291770453788352512,US,2013-01-17,"I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.",1,0,0,0,0,0
291833162856792064,US,2013-01-17,Happy birthday to a handsome guy name @Oscar_swagg_  xp,1,0,0,0,0,0
291965141103296512,US,2013-01-17,@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!,1,0,0,0,0,0
291975072980299776,US,2013-01-17,Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!,1,0,0,0,0,0
292103939044827137,US,2013-01-18,"@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x",1,0,0,0,0,0
292105390039121920,GB,2013-01-18,@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp,1,0,0,0,0,0
292149480554393600,US,2013-01-18,Catfish need some hood ppl though... That would be funny,1,0,0,0,0,0
292190828217118720,US,2013-01-18,Finally bedtime. Goood freaking niighhtt!,1,0,0,0,0,0
292203654428123136,NL,2013-01-18,@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing,1,0,0,0,0,0
292322407551729664,GB,2013-01-18,"Aww, how cute is that - you can text every other fucker in this world but not me #Shocking",1,0,0,0,0,0
292570496283856896,CA,2013-01-19,@kristacipriani sleep is for the weak / week,1,0,0,0,0,0
292837572831477760,US,2013-01-20,I wish you would just text me this once.,1,0,0,0,0,0
292921790236348416,US,2013-01-20,Im tha only one up in my house... WHY ?,1,0,0,0,0,0
292984591717916672,MY,2013-01-20,"Bought Al Fakher Orange , Grape and Vanilla. Its gonna be Vanilla Twilight.",1,0,0,0,0,0
293061926425067521,ID,2013-01-20,Males hehe :D,1,0,0,0,0,0
293133514717675520,GB,2013-01-20,just set my alarm for the first time in weeks #morningstruggle ⏰,1,0,0,0,0,0
293249197942128640,US,2013-01-21,Baltimore is going CRAZY ! The celebration has just begun 😘😘😘,1,0,0,0,0,0
293274837479206913,US,2013-01-21,i got my days &amp; nights mixed up like ima newborn or sum sht .,1,0,0,0,0,0
293326591050780673,MY,2013-01-21,Bugis like got a lot of nice clothes ah,1,0,0,0,0,0
293335134835441664,MY,2013-01-21,@zBiis what happened !?,1,0,0,0,0,0
293411722742607872,US,2013-01-21,I love Beyonce eyebrows.,1,0,0,0,0,0
293542132055154688,US,2013-01-22,@skatherine16 its okay &lt;3,1,0,0,0,0,0
293866716864319488,US,2013-01-22,@pinchedandan I'm calling u a bitch dummy,1,0,0,0,0,0
293874908251955200,US,2013-01-23,@Broph67749 why was I the last to know.... Haha,1,0,0,0,0,0
294106488207708160,GB,2013-01-23,@BamBamBeast @NeilChallis not the 3rd ;-),1,0,0,0,0,0
294139258304880642,US,2013-01-23,I'm bout to diiiiive in @ Nana's Diner http://t.co/PzEFbOEN,1,0,0,0,0,0
294163258158510080,US,2013-01-23,Dear @BMS_Nard is by far the best bit on the @BMS_OnTheAir. #killinit,1,0,0,0,0,0
294174331028770817,US,2013-01-23,@chachigonzales good afternoon and Happy Birthdayyyyyyyyyy *Turns on music* Time to partyyyyy,1,0,0,0,0,0
294180052097196032,CA,2013-01-23,After these exams I'm definitly gonna have to get together with friends #whatmakesthedaybetter,1,0,0,0,0,0
294301498437935106,US,2013-01-24,Dense Fog Advisory issued January 23 at 10:27PM CST until January 24 at 9:00AM CST by NWS Lake Charles http://t.co/1RbQFvzr,1,0,0,0,0,1
294313657574252544,US,2013-01-24,@WOLFwinningWOLF alottttttttt,1,0,0,0,0,0
294331768427917312,US,2013-01-24,Everything makes more sense on a legal pad.,1,0,0,0,0,0
294435183468351490,ID,2013-01-24,"I didn't stop loving you, I just stopped showing it. (Inspired by @echiprutt wakakak)",1,0,0,0,0,0
294569875047866368,US,2013-01-24,Time to do work &gt;&gt;&gt;&gt;&gt;,1,0,0,0,0,0
294801010562564096,US,2013-01-25,😷😷😷 “@ForTheFame_: How some of you gays take pics wit y'all fingers in y'all asses &amp; then post them on the Internet is beyond me.”,1,0,0,0,0,0
294812993705877505,GB,2013-01-25,After all the dancehall artists I still get mad ova Busy Signal!,1,0,0,0,0,0
294822585982652417,US,2013-01-25,No no. I don't wanna get out of bed. /: gonna be a long dayy,1,0,0,0,0,0
294823131246374912,US,2013-01-25,@Dan_Reader I chose @DRTammunition Its safe enough to do a mag dump at contact distance on steel &amp; has impressive effects on soft tissue.,1,0,0,0,0,0
294877120256167936,US,2013-01-25,#WaysToGetSlapped fuckin with my nigga,1,0,0,0,0,0
295010075599310848,GB,2013-01-26,We rang 999 and they told us to go away? Rude that,1,0,0,0,0,0
295043348929077249,US,2013-01-26,I just wanna sleep all day tomorrow!,1,0,0,0,0,0
295194931373432833,US,2013-01-26,@Elijah_Wayne wyd silly ass?,1,0,0,0,0,0
295242742194372609,US,2013-01-26,#LiftedJeeps &lt;3,1,0,0,0,0,0
295397948085383168,US,2013-01-27,Its not even like she tryin tk hide I see ur name,1,0,0,0,0,0
295495578996072448,GB,2013-01-27,Come on Andyyyyyy #AusOpen,1,0,0,0,0,0
295511445926461440,IE,2013-01-27,@Ciaraannbarry hha where did ya meet this gay fella :),1,0,0,0,0,0
295626814594875392,US,2013-01-27,You never miss something til'ours gone,1,0,0,0,0,0
295678391976353792,US,2013-01-27,@JLIsley well two of my friends are on the way right now. So that's random again u picked Dallas. Lol. So now u gotta drive us.,1,0,0,0,0,0
295692585354272768,GB,2013-01-28,But I love @AshleyKirwanMBE more. Better than David at footy too,1,0,0,0,0,0
295998459360714752,US,2013-01-28,Today I tripped and I'm 100% sure a fuck ton of people driving on Johnston saw it. My day&lt;&lt;&lt;,1,0,0,0,0,0
296073075701731331,US,2013-01-29,"Can’t tell when it’s for real, or if it’s only for the chase",1,0,0,0,0,0
296136602701414400,US,2013-01-29,@BisforBooYah showin no mercy!,1,0,0,0,0,0
296309701686210561,US,2013-01-29,@KREAYSHAWN you have the most perf voice ever,1,0,0,0,0,0
296323001648033792,US,2013-01-29,@BrittneyHolley dork,1,0,0,0,0,0
296392832804089858,US,2013-01-29,All day I thought it was weird Wednesday. #letdown,1,0,0,0,0,0
296408536253087744,US,2013-01-30,Lets go flyers!! C'mon baby!,1,0,0,0,0,0
296449909085847552,US,2013-01-30,"@kahnman1500 not even cool, he's seriously hurt",1,0,0,0,0,0
296768248085622784,MX,2013-01-30,@sloanetweets #asksloane favorite for the superbowl? and what team do you support?,1,0,0,0,0,0
296806483356704768,US,2013-01-31,Time is a thing not to waste,1,0,0,0,0,0
296825609588445184,US,2013-01-31,Lakers win tip off,1,0,0,0,0,0
296839605884428289,US,2013-01-31,I gotta stop talking and just do it.. Talk is cheap,1,0,0,0,0,0
296941871253553152,GB,2013-01-31,@emilysarahjohn Hahaha so awks but so funny,1,0,0,0,0,0
296952352932499456,US,2013-01-31,"Listening to EDC recaps, can't wait for EDCNY 2013 at Citi Field! @insomniacevents",1,0,0,0,0,0
296958908705144832,US,2013-01-31,I turned up;) #currently http://t.co/lcs9VaSs,1,0,0,0,0,0
297108276217278466,NL,2013-01-31,This heart is on fire,1,0,0,0,0,0
297377835746729984,GB,2013-02-01,Oh brill so now my bumpers hanging off might as well just leave it falls off completely,1,0,0,0,0,0
297401147638046720,BR,2013-02-01,And I say hey ey ey ey ey hey ey ey I said hey whats going on?,1,0,0,0,0,0
297401743065640960,US,2013-02-01,How are you mixed and have an inch of nappy hair on yo head tho?.. youre mixed alright .. with Black .. Black and more Fuckin Black,1,0,0,0,0,0
297486627624845312,US,2013-02-01,@IAmFaded yes long time,1,0,0,0,0,0
297580752055463936,US,2013-02-02,Those flautas were good :D,1,0,0,0,0,0
297635462334529537,US,2013-02-02,I'm drunkkkkkk,1,0,0,0,0,0
297706090135687168,US,2013-02-02,I really want to study abroad in Israel.,1,0,0,0,0,0
297795949156261888,US,2013-02-02,I need a blunt.,1,0,0,0,0,0
297824285731454976,US,2013-02-02,me and makarah got matching underwear again . \n#bestfriendprobs,1,0,0,0,0,0
297864890780090368,US,2013-02-03,Early Valentine's gift for Dan and @DJWernitznig... I'm so sweet 💘#Bowman #Bourbon @ Hollister House http://t.co/jOcUuY1a,1,0,0,0,0,0
297901276342136832,US,2013-02-03,"I'm at Lahore Karahi (San Francisco, CA) http://t.co/HjcLFkT1",1,0,0,0,0,1
297905869381849088,ID,2013-02-03,At Husein Sastranegara Airport — http://t.co/RnIZasOV,1,0,0,0,0,1
297961825302097920,US,2013-02-03,"I'm so exhausted \mm""",1,0,0,0,0,0
298142499103469568,TR,2013-02-03,"I'm at Heybeliada (İstanbul, Türkiye) http://t.co/aOatYqvK",1,0,0,0,0,1
298248380331720705,US,2013-02-04,"I was so productive this weekend, I think I should get this week off. :-)",1,0,0,0,0,0
298279602873319424,MY,2013-02-04,@beaversonatrain HAHA!  COX I KNOW YOU ARE SAYING ABOUT ME,1,0,0,0,0,0
298287517281705984,US,2013-02-04,@ChefKarlMace I've been spun all day,1,0,0,0,0,0
298455041851928577,TR,2013-02-04,"I'm at Hacettepe Üniversitesi (Ankara, Türkiye) w/ 8 others http://t.co/CHYfmJXS",1,0,0,0,0,1
298505210106630146,TR,2013-02-04,"I'm at Bistro Kafe (Tekirdağ, Türkiye) w/ 8 others http://t.co/ToaUaXHg",1,0,0,0,0,1
298591432271335425,US,2013-02-05,@DottieVollmer heckkkk yeah!,1,0,0,0,0,0
298601561486131200,US,2013-02-05,I would love to know why everybody hates everybody 😒 makes no sense to me sometimes,1,0,0,0,0,0
298665159763828736,US,2013-02-05,Follow Me On IG:FLYEST_EVER10,1,0,0,0,0,0
298813537629896704,US,2013-02-05,Thursday gonna be the busiest,1,0,0,0,0,0
298824941707591680,CA,2013-02-05,"@tsnotoole Danny boy, when is NHL trade deadline this year?",1,0,0,0,0,0
299021856248315904,RU,2013-02-06,I just became the mayor of Сканира on @foursquare! http://t.co/mOmFZG9y,1,0,0,0,0,0
299299690799845376,US,2013-02-06,Every single day I think about how we came all this way the sleepless nights and the tears you cried it's never too late to make it right,1,0,0,0,0,0
299373644881199105,US,2013-02-07,This girl is so bad,1,0,0,0,0,0
299420327522467840,ID,2013-02-07,Coffee time (at @SbuxIndonesia) [pic] — http://t.co/enNvaNDa,1,0,0,0,0,0
299653706809503744,US,2013-02-07,Thats iite my ma bout to give me some $$$$$$ anyway lol,1,0,0,0,0,0
299664049975746560,US,2013-02-07,what do i stand for? most nights i don't know anymore.,1,0,0,0,0,0
299838130415075328,US,2013-02-08,Facebook isnt twitter...whoops,1,0,0,0,0,0
299895282009788416,GB,2013-02-08,@torquespeak just read that you have landed a new job. Congratulations!,1,0,0,0,0,0
299985295938551808,TR,2013-02-08,I'm at Bahçeli 7. Cadede w/ 2 others http://t.co/mKqV3Qkm,1,0,0,0,0,1
299992627653259265,US,2013-02-08,"I'm at Michaels (Tempe, AZ) http://t.co/jCnw6om0",1,0,0,0,0,1
300065138948595712,US,2013-02-09,Oovoo with my da nigg @teenragers #NICKSJEALOUS,1,0,0,0,0,0
300141236038270976,US,2013-02-09,"@Caramel_Candy92 @HerbInhaler lmaooo damn...its ok nothing good has came out anyway, your not missing out lol",1,0,0,0,0,0
300188937777995776,GB,2013-02-09,@ClaireKeeegans hahahaha boys night in slut dropping and getting mwi #sostraight,1,0,0,0,0,0
300504160946778112,MY,2013-02-10,@_blackMamba000 wait. You told your mum. Ohmygod. Wait. You show her my picture? Whats wrong with you?!?! Hahahaha,1,0,0,0,0,0
300644321860935680,SE,2013-02-10,Tottenham - Bale #FavoritePlayerFromEachPremierLeagueTeam,1,0,0,0,0,0
300650324044161024,US,2013-02-10,"With #RVP and #Rooney, and Danny and #Chicha, I smell another #treble in the making... #ForeverUnited",1,0,0,0,0,0
301025022150078465,US,2013-02-11,Cavs suite and dinner with my favorites 🎉🏀😊 #cantwait,1,0,0,0,0,0
301054747153141760,US,2013-02-11,&amp;&amp; She just had to come bring me all this work,1,0,0,0,0,0
301104743374274561,US,2013-02-11,“@AllisonStreng: can this day get any fucking worse honestly\n\n\nHONESTLY”,1,0,0,0,0,0
301196623722213377,RU,2013-02-12,I'm at Паркинг (Санкт-Петербург) http://t.co/DoJx41KB,1,0,0,0,0,1
301288919302037504,GB,2013-02-12,Shouldn't get sunbeds me http://t.co/fgRUpg7a,1,0,0,0,0,0
301329503244918784,US,2013-02-12,"I'm at Children's Pediatric Center (Canton, GA) http://t.co/nZVOu9yD",1,0,0,0,0,1
301467273548406784,US,2013-02-12,Ask.fm is pointless and stupid.,1,0,0,0,0,0
301500731821813760,US,2013-02-13,@JaimeNicolish @esmegracexo 100% agreed. It was amazing.,1,0,0,0,0,0
301530612127371264,US,2013-02-13,Netflix until I fall asleep:) have an early day tomorrow,1,0,0,0,0,0
301551268864851968,US,2013-02-13,@asteazy haha then i got bitched at -__-,1,0,0,0,0,0
301718223240437760,US,2013-02-13,"\@chelsea_jewell: @MagicCJohnson You should probably just go back to bed. #hotmessexpress\"" Amen to that. #wishfulthinking""",1,0,0,0,0,0
301919663019925504,US,2013-02-14,@shmeckldwuarf ALWAYS,1,0,0,0,0,0
301962189173039104,TR,2013-02-14,"I'm at İskenderun Otogarı (Hatay, Türkiye) http://t.co/7xtVoD6R",1,0,0,0,0,1
302246994653634560,US,2013-02-15,@E5_daKiDD word. ill call you tomorrow,1,0,0,0,0,0
302489689808580608,US,2013-02-15,@alicialynnMEOW I would never! Haha,1,0,0,0,0,0
302522636217499648,US,2013-02-15,@JETSjetsFAN no it's not,1,0,0,0,0,0
302631000037523458,US,2013-02-16,Bedtime! #goodnight,1,0,0,0,0,0
302925364836057089,US,2013-02-16,@JefferyDean what are you getting next?,1,0,0,0,0,0
302932528682110976,US,2013-02-17,@__Nitta I do doe u live in Willingboro next to that one house wit the grass and the roof and shit yeh I remember ctfuuuuu,1,0,0,0,0,0
303092151502381056,US,2013-02-17,Im too gone .!.,1,0,0,0,0,0
303118286068015104,GB,2013-02-17,Let dead sundays commence,1,0,0,0,0,0
303264428080640000,US,2013-02-17,Moving furniture and getting ready for a choir photo shoot. (@ James F. Dicke College of Business Administration) http://t.co/4xKWqCtR,1,0,0,0,0,0
303306111262539776,US,2013-02-18,"Yeahhhh we went out last night, one thing started leading to another",1,0,0,0,0,0
303539222210564096,US,2013-02-18,U ain't my type shawty fall back,1,0,0,0,0,0
303688530947874818,US,2013-02-19,@ShawndraAlene95 pusssayy. Maybe im not lyin,1,0,0,0,0,0
303739122890178560,GB,2013-02-19,@valforg everytime!!!,1,0,0,0,0,0
303767245526540289,US,2013-02-19,"I want you in my room.  Lets spend the night together,  I Wanna be with you. I want you in my room.",1,0,0,0,0,0
303879816392871936,US,2013-02-19,Whelp bouta head on to work 👍🙏,1,0,0,0,0,0
304001023255658497,GB,2013-02-19,@weldonmagners your more special than I first thought haha,1,0,0,0,0,0
304035630780907520,US,2013-02-20,Only thing we got on is the radio,1,0,0,0,0,0
304243718284771328,BR,2013-02-20,@acolherdoliam this !,1,0,0,0,0,0
304405857519673344,US,2013-02-21,#mentionsomeoneyoucantrust @cade_stratt88 only in LA sometimes,1,0,0,0,0,0
304512506032951296,ES,2013-02-21,Love is pain and pain is Love 💪❤,1,0,0,0,0,0
304658468005109760,GB,2013-02-21,ZEST date with @kellyfthetwit and @xoClaireFxo #amafarrell at heart! 🍴👌,1,0,0,0,0,0
304901792263716864,ES,2013-02-22,@doll_doe Not bad.,1,0,0,0,0,0
304983299967836161,FI,2013-02-22,I just ousted @markook73 as the mayor of Taksi Oulu on @foursquare! http://t.co/HJKVClw4fu,1,0,0,0,0,1
305004317784563713,US,2013-02-22,Rage,1,0,0,0,0,0
305190645482541056,US,2013-02-23,You are beautiful don't let no one tell you different,1,0,0,0,0,0
305393381461352449,US,2013-02-23,@lovelaceinjuly I'll sell you my Pentax if I can get it fixed! I just had to order a new 35mm.,1,0,0,0,0,0
305425929226829824,GB,2013-02-23,@DanMarchbank technically he is really bad lol just think £1.2m could of been spent more wisely. Need a 15/20 goal man.,1,0,0,0,0,0
305479498688786434,US,2013-02-24,.*jigs*,1,0,0,0,0,0
305486197302640640,NL,2013-02-24,Whatsappen met schatje @KusjeAntieex_,1,0,0,0,0,0
305500617290440704,US,2013-02-24,@ThaReaLgreeKid @youngwill17 most likely,1,0,0,0,0,0
305727285661667328,US,2013-02-24,Wind gods are angry again🙈🌀🍃🍂🌿🍁,1,0,0,0,0,0
305757216319868929,US,2013-02-24,I'm staying in a lot this week,1,0,0,0,0,0
305757279217668096,CL,2013-02-24,"I'm at @mallplaza_chile (Santiago, Región Metropolitana) w/ 4 others http://t.co/hcPI5QHIFu",1,0,0,0,0,1
305759170811031552,GB,2013-02-24,@KyWaller do you hate it too? I can't stand it.,1,0,0,0,0,0
306017908906156033,MY,2013-02-25,Wtf! Plane delay .emo!,1,0,0,0,0,0
306068139945377792,US,2013-02-25,"Cracker barrel, then its back to Ft Hell💔",1,0,0,0,0,0
306172737687285761,GB,2013-02-25,“@chelseanewfield: Some people are just gimps..laughable” sorry,1,0,0,0,0,0
306203032855646210,US,2013-02-26,Guys who don't know how to wear beanies &gt;&gt;,1,0,0,0,0,0
306208338998329345,US,2013-02-26,"Sometimes it's not what you say, it's how you say it😳 @ The Towers http://t.co/fYfAQCdzbE",1,0,0,0,0,0
306357576327630850,GB,2013-02-26,A few people said that my belly had reduced in size #bestcarryon #gym #tour,1,0,0,0,0,0
306433975570817024,US,2013-02-26,@_ValleeBoo really !? Haha,1,0,0,0,0,0
306495254377414656,US,2013-02-26,"@colling98 I could say so many shitty things about you, but I won't because I'm better than that.",1,0,0,0,0,0
306524522364932097,US,2013-02-26,There was a fight in my class today lmaoooo turn up!!,1,0,0,0,0,0
306557757736226816,US,2013-02-27,Ahhh Love and Basketball is on ((: #nightismade #lovethismovie #yayy,1,0,0,0,0,0
306602078996930561,BR,2013-02-27,Don't wake me upppppppppo ohhhhh,1,0,0,0,0,0
306913099502452736,GB,2013-02-27,Rage against the machine are on the 'see live before I die list',1,0,0,0,0,0
306937820587651072,GB,2013-02-28,@MH_Roe he followed me!,1,0,0,0,0,0
306991457254903808,US,2013-02-28,"I'm so excited for the game tomorrow, I can't sleep #AthleteProbs",1,0,0,0,0,0
307122579762733057,BR,2013-02-28,I'm at Hotel Caitá (Bahia) http://t.co/Kym1kstKlv,1,0,0,0,0,1
307245112046538754,US,2013-02-28,"For @glubbert's #TED2013 #TEDActive #dataviz Senior Project. Best wishes, Glen! :) @ TEDActive 2013 http://t.co/BTlqxWQ3k6",1,0,0,0,0,0
307349760115875840,ID,2013-03-01,Biggest Fans of U-Kwon ♥,1,0,0,0,0,0
307437328731869184,US,2013-03-01,"Keep me close , keep me closeeee. Keep me head above water.",1,0,0,0,0,0
307480676813385729,US,2013-03-01,change. 👣,1,0,0,0,0,0
307514398916894721,US,2013-03-01,Waiting to head to the resort (@ Disney's Magical Express Depot) [pic]: http://t.co/3AE0x4OHWf,1,0,0,0,0,0
307547051632230401,MY,2013-03-01,"I'm at Burger Bakar Kaw-Kaw (Wangsa Maju, Kuala Lumpur) w/ 3 others http://t.co/bREUdny4hF",1,0,0,0,0,1
307745995939274752,US,2013-03-02,@markwhite718 well shit that was fast! Glad you made it safe!,1,0,0,0,0,0
307791219021471745,JP,2013-03-02,"I'm at ヨドバシカメラ マルチメディア横浜 (横浜市西区, 神奈川県) w/ 11 others http://t.co/mmXCrJBIlE",1,0,0,0,0,1
307856989734707200,GB,2013-03-02,"@damarisobiri @jeremychuks01 @cygne_noire @nathanobiri yea Pearl is ready I believe, but no please I feel so little *tall freshies voice*",1,0,0,0,0,0
307989923812737025,US,2013-03-02,Pandora's being good today ^-^,1,0,0,0,0,0
308073365392986112,US,2013-03-03,Masquerade Fundraiser! ALCOHOL + CHILDREN'S MUSEUM = DREAM COME TRUE. (at @childrensmuseum w/ 11 others) http://t.co/a17iHYN861,1,0,0,0,0,0
308125349517082625,US,2013-03-03,"MVC Unknown Injury | S RIVERSIDE AVE/E 12TH ST, MF | Units:  8103 | Time: 03.02.2013 23:58:08",1,0,0,0,0,1
308269277264351234,GB,2013-03-03,2-10 shift. (@ Sainsbury's) http://t.co/J3OKD8L7hn,1,0,0,0,0,0
308416157529022464,US,2013-03-04,@jmathews7 she looks retarded.,1,0,0,0,0,0
308418430674038784,US,2013-03-04,"Doing Ms.Abad's homework. I will forever dislike that woman with all my heart. I can't say hate, I don't hate anybody b",1,0,0,0,0,0
308437661792747520,MY,2013-03-04,Havent eaten. URGHHHHHH,1,0,0,0,0,0
